obs1,obs2,hyp1,hyp2,label,hyp1_paraphrase,settings,original_example_id
Hellen is a terrible driver.,"Hellen, however, had her license revoked.",Hellen tried to lie to the police.,Hellen saw someone hit a parked car in a parking lot and she was drunk driving.,1,"Well, ellen's trying to lie to the cops.","{'lexical': 0.45, 'syntactic': 0.5, 'semantic': 0.9}",1096
Hellen is a terrible driver.,"Hellen, however, had her license revoked.",Hellen tried to lie to the police.,Hellen saw someone hit a parked car in a parking lot and she was drunk driving.,1,The way that Helen tried to lie to the cops.,"{'lexical': 0.4, 'syntactic': 0.55, 'semantic': 1.0}",1096
Hellen is a terrible driver.,"Hellen, however, had her license revoked.",Hellen tried to lie to the police.,Hellen saw someone hit a parked car in a parking lot and she was drunk driving.,1,Hellen was attempting a liar with the police.,"{'lexical': 0.45, 'syntactic': 0.25, 'semantic': 0.75}",1096
Hellen is a terrible driver.,"Hellen, however, had her license revoked.",Hellen tried to lie to the police.,Hellen saw someone hit a parked car in a parking lot and she was drunk driving.,1,Hellen was attempting a lie with the cops.,"{'lexical': 0.55, 'syntactic': 0.25, 'semantic': 0.85}",1096
Hellen is a terrible driver.,"Hellen, however, had her license revoked.",Hellen tried to lie to the police.,Hellen saw someone hit a parked car in a parking lot and she was drunk driving.,1,Hellen has attempted to lie with the cops.,"{'lexical': 0.4, 'syntactic': 0.3, 'semantic': 0.9}",1096
Hellen is a terrible driver.,"Hellen, however, had her license revoked.",Hellen tried to lie to the police.,Hellen saw someone hit a parked car in a parking lot and she was drunk driving.,1,Hellen's trying to lie to the cops.,"{'lexical': 0.55, 'syntactic': 0.45, 'semantic': 1.0}",1096
Hellen is a terrible driver.,"Hellen, however, had her license revoked.",Hellen tried to lie to the police.,Hellen saw someone hit a parked car in a parking lot and she was drunk driving.,1,Hellen has been trying to liars.,"{'lexical': 0.55, 'syntactic': 0.3, 'semantic': 0.8}",1096
Hellen is a terrible driver.,"Hellen, however, had her license revoked.",Hellen tried to lie to the police.,Hellen saw someone hit a parked car in a parking lot and she was drunk driving.,1,Hellen's been trying to liars.,"{'lexical': 0.5, 'syntactic': 0.35, 'semantic': 0.75}",1096
Hellen is a terrible driver.,"Hellen, however, had her license revoked.",Hellen tried to lie to the police.,Hellen saw someone hit a parked car in a parking lot and she was drunk driving.,1,Hellen's trying to lied to the cops.,"{'lexical': 0.45, 'syntactic': 0.45, 'semantic': 1.0}",1096
Hellen is a terrible driver.,"Hellen, however, had her license revoked.",Hellen tried to lie to the police.,Hellen saw someone hit a parked car in a parking lot and she was drunk driving.,1,Hellen was attempting a lie with the NYPD.,"{'lexical': 0.5, 'syntactic': 0.25, 'semantic': 0.75}",1096
Hellen is a terrible driver.,"Hellen, however, had her license revoked.",Hellen tried to lie to the police.,Hellen saw someone hit a parked car in a parking lot and she was drunk driving.,1,"Well, ellen tried to lie with the cops.","{'lexical': 0.55, 'syntactic': 0.5, 'semantic': 0.9}",1096
Hellen is a terrible driver.,"Hellen, however, had her license revoked.",Hellen tried to lie to the police.,Hellen saw someone hit a parked car in a parking lot and she was drunk driving.,1,"Well, ellen tried to lied to the cops.","{'lexical': 0.55, 'syntactic': 0.5, 'semantic': 1.0}",1096
Hellen is a terrible driver.,"Hellen, however, had her license revoked.",Hellen tried to lie to the police.,Hellen saw someone hit a parked car in a parking lot and she was drunk driving.,1,Hellen was attempting a liar.,"{'lexical': 0.55, 'syntactic': 0.25, 'semantic': 0.75}",1096
Hellen is a terrible driver.,"Hellen, however, had her license revoked.",Hellen tried to lie to the police.,Hellen saw someone hit a parked car in a parking lot and she was drunk driving.,1,Hellen has attempted a lie with the cops.,"{'lexical': 0.55, 'syntactic': 0.3, 'semantic': 0.9}",1096
Hellen is a terrible driver.,"Hellen, however, had her license revoked.",Hellen tried to lie to the police.,Hellen saw someone hit a parked car in a parking lot and she was drunk driving.,1,The police were trying to get rid of Hollin.,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 0.7}",1096
Hellen is a terrible driver.,"Hellen, however, had her license revoked.",Hellen tried to lie to the police.,Hellen saw someone hit a parked car in a parking lot and she was drunk driving.,1,The police were trying to get rid of Helen.,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 0.75}",1096
Marc made chicken for dinner.,"However, it was delicious, so they didn't mind.",The chicken got burned.,forgot to stuff it with bread.,2,Chickens have been burned.,"{'lexical': 0.4, 'syntactic': 0.25, 'semantic': 0.8}",271
Marc made chicken for dinner.,"However, it was delicious, so they didn't mind.",The chicken got burned.,forgot to stuff it with bread.,2,Chicken has been burned.,"{'lexical': 0.55, 'syntactic': 0.2, 'semantic': 0.9}",271
Marc made chicken for dinner.,"However, it was delicious, so they didn't mind.",The chicken got burned.,forgot to stuff it with bread.,2,They burned chicken.,"{'lexical': 0.3, 'syntactic': 0.4, 'semantic': 0.75}",271
Marc made chicken for dinner.,"However, it was delicious, so they didn't mind.",The chicken got burned.,forgot to stuff it with bread.,2,Chicken's been burned.,"{'lexical': 0.55, 'syntactic': 0.35, 'semantic': 0.9}",271
Marc made chicken for dinner.,"However, it was delicious, so they didn't mind.",The chicken got burned.,forgot to stuff it with bread.,2,Chickens incinerated.,"{'lexical': 0.55, 'syntactic': 0.45, 'semantic': 0.9}",271
Marc made chicken for dinner.,"However, it was delicious, so they didn't mind.",The chicken got burned.,forgot to stuff it with bread.,2,They burned the chicken.,"{'lexical': 0.3, 'syntactic': 0.45, 'semantic': 0.85}",271
Marc made chicken for dinner.,"However, it was delicious, so they didn't mind.",The chicken got burned.,forgot to stuff it with bread.,2,Chicken's burned.,"{'lexical': 0.55, 'syntactic': 0.5, 'semantic': 1.0}",271
Marc made chicken for dinner.,"However, it was delicious, so they didn't mind.",The chicken got burned.,forgot to stuff it with bread.,2,Chickens burned.,"{'lexical': 0.2, 'syntactic': 0.45, 'semantic': 0.9}",271
Marc made chicken for dinner.,"However, it was delicious, so they didn't mind.",The chicken got burned.,forgot to stuff it with bread.,2,Burned chicken.,"{'lexical': 0.4, 'syntactic': 0.55, 'semantic': 0.9}",271
Marc made chicken for dinner.,"However, it was delicious, so they didn't mind.",The chicken got burned.,forgot to stuff it with bread.,2,Incinerated chickens.,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 0.8}",271
Marc made chicken for dinner.,"However, it was delicious, so they didn't mind.",The chicken got burned.,forgot to stuff it with bread.,2,Incinerated chicken.,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 0.9}",271
Marc made chicken for dinner.,"However, it was delicious, so they didn't mind.",The chicken got burned.,forgot to stuff it with bread.,2,Chicken has been incinerated.,"{'lexical': 0.55, 'syntactic': 0.2, 'semantic': 0.85}",271
Marc made chicken for dinner.,"However, it was delicious, so they didn't mind.",The chicken got burned.,forgot to stuff it with bread.,2,Chicken was burned.,"{'lexical': 0.55, 'syntactic': 0.2, 'semantic': 1.0}",271
Marc made chicken for dinner.,"However, it was delicious, so they didn't mind.",The chicken got burned.,forgot to stuff it with bread.,2,Chickens have been incinerated.,"{'lexical': 0.55, 'syntactic': 0.2, 'semantic': 0.75}",271
Marc made chicken for dinner.,"However, it was delicious, so they didn't mind.",The chicken got burned.,forgot to stuff it with bread.,2,Chicken's been incinerated.,"{'lexical': 0.45, 'syntactic': 0.25, 'semantic': 0.8}",271
Marc made chicken for dinner.,"However, it was delicious, so they didn't mind.",The chicken got burned.,forgot to stuff it with bread.,2,Chicken burned.,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 1.0}",271
The waitress came with our orders.,"Thankfully, the waitress prepared another order, free of charge.",after a couple of hours.,The waitress wrongly got our order.,1,Two hours later.,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 0.85}",864
The waitress came with our orders.,"Thankfully, the waitress prepared another order, free of charge.",after a couple of hours.,The waitress wrongly got our order.,1,After two hours.,"{'lexical': 0.55, 'syntactic': 0.45, 'semantic': 0.9}",864
The waitress came with our orders.,"Thankfully, the waitress prepared another order, free of charge.",after a couple of hours.,The waitress wrongly got our order.,1,After about 2 hours.,"{'lexical': 0.2, 'syntactic': 0.2, 'semantic': 0.9}",864
The waitress came with our orders.,"Thankfully, the waitress prepared another order, free of charge.",after a couple of hours.,The waitress wrongly got our order.,1,After a few hours.,"{'lexical': 0.25, 'syntactic': 0.55, 'semantic': 1.0}",864
The waitress came with our orders.,"Thankfully, the waitress prepared another order, free of charge.",after a couple of hours.,The waitress wrongly got our order.,1,A couple of hours later.,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 0.8}",864
The waitress came with our orders.,"Thankfully, the waitress prepared another order, free of charge.",after a couple of hours.,The waitress wrongly got our order.,1,A couple hours later.,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 0.9}",864
The waitress came with our orders.,"Thankfully, the waitress prepared another order, free of charge.",after a couple of hours.,The waitress wrongly got our order.,1,It's two hours later.,"{'lexical': 0.25, 'syntactic': 0.55, 'semantic': 0.7}",864
The waitress came with our orders.,"Thankfully, the waitress prepared another order, free of charge.",after a couple of hours.,The waitress wrongly got our order.,1,It was just after a couple of hours.,"{'lexical': 0.2, 'syntactic': 0.55, 'semantic': 0.85}",864
The waitress came with our orders.,"Thankfully, the waitress prepared another order, free of charge.",after a couple of hours.,The waitress wrongly got our order.,1,After several hours.,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 1.0}",864
The waitress came with our orders.,"Thankfully, the waitress prepared another order, free of charge.",after a couple of hours.,The waitress wrongly got our order.,1,It was 2 hours later.,"{'lexical': 0.35, 'syntactic': 0.55, 'semantic': 0.75}",864
The waitress came with our orders.,"Thankfully, the waitress prepared another order, free of charge.",after a couple of hours.,The waitress wrongly got our order.,1,After 2 hours.,"{'lexical': 0.55, 'syntactic': 0.35, 'semantic': 0.85}",864
Rita's mom said the stork would bring her a baby sister soon.,She told her teacher it needed to bring her baby sister.,Rita was very excited that a stork was being her a sister.,Rita asked her teacher when the baby would come.,1,Rita was excited to see her sister as her sister.,"{'lexical': 0.25, 'syntactic': 0.2, 'semantic': 0.85}",2323
Rita's mom said the stork would bring her a baby sister soon.,She told her teacher it needed to bring her baby sister.,Rita was very excited that a stork was being her a sister.,Rita asked her teacher when the baby would come.,1,Rita was excited to see a stork as her sister.,"{'lexical': 0.55, 'syntactic': 0.2, 'semantic': 1.0}",2323
Rita's mom said the stork would bring her a baby sister soon.,She told her teacher it needed to bring her baby sister.,Rita was very excited that a stork was being her a sister.,Rita asked her teacher when the baby would come.,1,Rita's been very excited to see her sister.,"{'lexical': 0.3, 'syntactic': 0.25, 'semantic': 0.75}",2323
Rita's mom said the stork would bring her a baby sister soon.,She told her teacher it needed to bring her baby sister.,Rita was very excited that a stork was being her a sister.,Rita asked her teacher when the baby would come.,1,Rita's been very excited to see her as a sister.,"{'lexical': 0.25, 'syntactic': 0.35, 'semantic': 0.8}",2323
Rita's mom said the stork would bring her a baby sister soon.,She told her teacher it needed to bring her baby sister.,Rita was very excited that a stork was being her a sister.,Rita asked her teacher when the baby would come.,1,Rita's been anxious to see her stork as her sister.,"{'lexical': 0.35, 'syntactic': 0.3, 'semantic': 0.9}",2323
Rita's mom said the stork would bring her a baby sister soon.,She told her teacher it needed to bring her baby sister.,Rita was very excited that a stork was being her a sister.,Rita asked her teacher when the baby would come.,1,"Rita's excitement was high as she was her sister, and she's been so","{'lexical': 0.25, 'syntactic': 0.4, 'semantic': 0.75}",2323
